"Data Import Template","","",""
"Table:","Course","",""
"","","",""
"","","",""
"Notes:","","",""
"Please do not change the template headings.","","",""
"First data column must be blank.","","",""
"If you are uploading new records, leave the ""name"" (ID) column blank.","","",""
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present.","","",""
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.","","",""
"For updating, you can update only selective columns.","","",""
"You can only upload upto 5000 records in one go. (may be less in some cases)","","",""
"","","",""
"DocType:","Course","","~"
"Column Labels:","Course Name","Parent",""
"Column Name:","course_name","parent","~"
"Mandatory:","Yes","No",""
"Type:","Data","Link",""
"Info:","","Valid Course",""
"Start entering data below this line","","",""
"","French","Second Languages",""
"","Arabic","Second Languages",""
"","Russian","Second Languages",""
"","Placement Test","Second Languages",""
"","Membership","Second Languages",""
"","Certificats","Second Languages",""
"","Toefl","English for special Purposes",""
"","Membership","Management",""
"","Montessori","Teaching",""
